Aménageur;Opérateur;Enseigne;Id station;Nom Station;Adresse;Code INSEE;Nombre Points de charge;ID Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Observations;Date de Mise à Jour;Source;Coordonnees;Code Officiel Région;Code Officiel Département;Code EPCI;Nom de l'EPCI;Commune;Nom de la région;Nom du département
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0272073A;0073 - Parking espace culturel;parking espace culturel rue de laon. D181 02150 SISSONE;02720;2;FR*S02*E0272073A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.571142, 3.885581;32;02;240200576;CC de la Champagne Picarde;Sissonne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0272239A;0039 - Centre Culturel;rue Jean Dormant face centre culturel 02200 SOISSONS;02722;2;FR*S02*E0272239A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.385814, 3.328095;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0269112;0012 - rue de la Fère;Rue de la Fère, devant le gymnase Gaston Joly 02100 SAINT QUENTIN;02691;2;FR*S02*E0269112A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.50543683, 3.182337838;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0218683A;0083 - Rue Saint-Fiacre;rue Saint Fiacre 02570 CHEZY SUR MARNE;02186;2;FR*S02*E0218683A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;48.99198, 3.365103;32;02;240200584;CC du Canton de Charly-sur-Marne;Chézy-sur-Marne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0269112A;0012 - rue de la Fère;Rue de la Fère. devant le gymnase Gaston Joly 02100 SAINT QUENTIN;02691;2;FR*S02*E0269112A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.834735, 3.306548;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0236122;0022 - Zac rue de l'Europe;Zac rue de l'Europe 02120 GUISE;02361;2;FR*S02*E0236122A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.90555364, 3.644980321;32;02;200071983;CC Thiérache Sambre et Oise;Guise;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0240826;0026 - Place Robert Aumont;Place robert Aumont 02000 LAON;02408;2;FR*S02*E0240826A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge- installation en cours;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.56132209, 3.611212813;32;02;200043495;CA du Pays de Laon;Laon;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0213118A;0018 - Place du 29 Août 1994;Place du 29 août 1944 02880 BUCY LE LONG;02131;2;FR*S02*E0213118A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.390237, 3.395634;32;02;240200501;CC du Val de l'Aisne;Bucy-le-Long;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02477111A;0111 - Parking des bains du lac;Parking des Bains du Lac 02200 MERCIN ET VAUX;02477;2;FR*S02*E02477111A2;50.0;COMBO 2;payant;accessible aux heures d'ouverture du site;recharge rapide et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.379687, 3.29882;32;02;240200477;CA GrandSoissons Agglomération;Mercin-et-Vaux;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02722128A;0128 - quartier maupas;quartier Maupas 02200 SOISSONS;02722;2;FR*S02*E02722128A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.380689, 3.305269;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02668123A;0123 - Place Hôtel de Ville;Place de l'hôtel de ville 02120 SAINS RICHAUMONT;02668;2;FR*S02*E02668123A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.82367, 3.702376;32;02;240200444;CC de la Thiérache du Centre;Sains-Richaumont;HAUTS DE FRANCE;AISNE
Ville d'Hazebrouck;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H08*P59295*009;HAZEBROUCK - Rue du Milieu;Rue du Milieu 59190 HAZEBROUCK;59295;2;FR*H08*E59295*009*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.717873, 2.543917;32;59;200040947;CC de Flandre Intérieure;Hazebrouck;HAUTS DE FRANCE;NORD
Mouv'Oise;Freshmile;Freshmile;FR*S60*PRIBECOURT;Ribécourt Dreslincourt, République;Place de la République 60170 Ribécourt-Dreslincourt;60537;2;FR*S60*EQAHA*2;22.0;T2 - E/F;Payant;24h/24 7j/7;;2018-04-15;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.5104, 2.92314;32;60;246000772;CC des Deux Vallées;Ribécourt-Dreslincourt;HAUTS DE FRANCE;OISE
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*249*1*_*_;Salomé - Mairie;Rue Pasteur, Salomé;59550;2;FR*SOD*S*NPDC*249*1*_*_1;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.535527, 2.842418;32;59;200093201;Métropole Européenne de Lille;Salomé;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59195*001;ENGLOS - Rue Paul Procureur;Rue Paul Procureur 59320 ENGLOS;59195;2;FR*M59*E59195*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.628143, 2.956267;32;59;200093201;Métropole Européenne de Lille;Englos;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*255*1*_*_;Don - Mairie;Rue de la Deule, Don;59670;2;FR*SOD*S*NPDC*255*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.54793, 2.920719;32;59;200093201;Métropole Européenne de Lille;Don;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*240*1*_*_;Sailly Lez Lannoy - Mairie;Rue de la Mairie, Sailly Lez Lannoy;59522;2;FR*SOD*S*NPDC*240*1*_*_1;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.648277, 3.22222;32;59;200093201;Métropole Européenne de Lille;Sailly-lez-Lannoy;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59202*001;ERQUINGHEM-LYS - Parking de la Mairie;Parking de la Mairie 59193 ERQUINGHEM-LYS;59202;2;FR*M59*E59202*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.677937, 2.845534;32;59;200093201;Métropole Européenne de Lille;Erquinghem-Lys;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*263*1*_*_;Bousbecque - Parc;Rue Saint Joseph, Bousbecque;59098;2;FR*SOD*S*NPDC*263*1*_*_1;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.771004, 3.076908;32;59;200093201;Métropole Européenne de Lille;Bousbecque;HAUTS DE FRANCE;NORD
Opel Dechy;DRIVECO;Opel Dechy;FR*G44*PLEMPEREUROPEL59187*1;Opel Dechy;Zone Luc rue Barack Obama 59187 Dechy;59170;6;FR*G44*E10355*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.343369, 3.119406;32;59;200044618;CA Douaisis Agglo;Dechy;HAUTS DE FRANCE;NORD
Power Dot France;Power Dot France;Power Dot France;FR*GFX*EMAT*VDA;Match Villeneuve d'Ascq;5 Route de Sainghain, Villeneuve d'Ascq;59650;6;FR*GFX*EMAT*VDA*ALF*0002*2;;Type 2;"badge RFID; QR Code";"Lun-Sam: 08:00-20:30 ; Dim : 08:30-12:45";payant;2021-05-12;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-ve-du-reseau-power-dot-france-1/#resource-d9bf5afb-20c6-4f82-9662-ab8c7c913460;;32;59;200093201;Métropole Européenne de Lille;Wattrelos;HAUTS DE FRANCE;NORD
Ford Lys Lez Lannoy;DRIVECO;Ford Lys Lez Lannoy;FR*G39*PDUGARDINFORD59390*1;Ford Lys Lez Lannoy;73 bis rue du Fresnoy 59390 Lys-Lez-Lannoy;59367;5;FR*G39*E10598*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.675825, 3.228926;32;59;200093201;Métropole Européenne de Lille;Lys-lez-Lannoy;HAUTS DE FRANCE;NORD
Hôpital Saint Philibert;DRIVECO;Hôpital Saint Philibert;FR*SSD*PGHICLSAINTPHILIBERT*59160;Hôpital Saint Philibert;Rue du Grand But, 59160 Lille;59350;22;FR*SSD*E10609*P2;22.08;T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.651317, 2.974386;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
